Date (GMT +11);testDataYear
19 Dec 2021 13:42:26;26.33,point {  fill-color: #F05323; }
19 Dec 2021 13:52:33;27.07,point {  fill-color: #F05323; }
19 Dec 2021 13:32:18;32.58,point {  fill-color: #F05323; }
19 Dec 2021 13:22:11;25.81,point {  fill-color: #F05323; }
19 Dec 2021 13:12:04;27.52,point {  fill-color: #F05323; }
19 Dec 2021 13:01:57;31.60,point {  fill-color: #F05323; }
19 Dec 2021 12:51:50;27.10,point {  fill-color: #F05323; }
19 Dec 2021 12:41:43;30.37,point {  fill-color: #F05323; }
19 Dec 2021 12:31:36;31.85,point {  fill-color: #F05323; }
19 Dec 2021 12:21:28;28.46,point {  fill-color: #F05323; }
19 Dec 2021 12:11:21;34.92,point {  fill-color: #F05323; }
19 Dec 2021 12:01:14;29.05,point {  fill-color: #F05323; }
19 Dec 2021 11:51:07;28.66,point {  fill-color: #F05323; }
19 Dec 2021 11:41:00;30.00,point {  fill-color: #F05323; }
19 Dec 2021 11:30:52;30.65,point {  fill-color: #F05323; }
19 Dec 2021 11:20:45;30.09,point {  fill-color: #F05323; }
19 Dec 2021 11:10:38;30.02,point {  fill-color: #F05323; }
19 Dec 2021 11:00:31;27.91,point {  fill-color: #F05323; }
19 Dec 2021 10:50:23;33.23,point {  fill-color: #F05323; }
19 Dec 2021 10:40:16;33.36,point {  fill-color: #F05323; }
19 Dec 2021 10:30:09;29.36,point {  fill-color: #F05323; }
19 Dec 2021 10:20:02;32.05,point {  fill-color: #F05323; }
19 Dec 2021 10:09:55;28.98,point {  fill-color: #F05323; }
19 Dec 2021 09:59:48;27.16,point {  fill-color: #F05323; }
19 Dec 2021 09:49:40;34.03,point {  fill-color: #F05323; }
19 Dec 2021 09:39:33;28.53,point {  fill-color: #F05323; }
19 Dec 2021 09:29:26;32.42,point {  fill-color: #F05323; }
19 Dec 2021 09:19:19;30.46,point {  fill-color: #F05323; }
19 Dec 2021 09:09:12;25.66,point {  fill-color: #F05323; }
19 Dec 2021 08:59:05;34.62,point {  fill-color: #F05323; }
20 Dec 2021 13:42:26;27.01,point {  fill-color: #F05323; }
20 Dec 2021 13:52:33;30.03,point {  fill-color: #F05323; }
20 Dec 2021 13:32:18;33.84,point {  fill-color: #F05323; }
20 Dec 2021 13:22:11;28.30,point {  fill-color: #F05323; }
20 Dec 2021 13:12:04;26.07,point {  fill-color: #F05323; }
20 Dec 2021 13:01:57;31.15,point {  fill-color: #F05323; }
20 Dec 2021 12:51:50;25.18,point {  fill-color: #F05323; }
20 Dec 2021 12:41:43;32.14,point {  fill-color: #F05323; }
20 Dec 2021 12:31:36;30.34,point {  fill-color: #F05323; }
20 Dec 2021 12:21:28;32.45,point {  fill-color: #F05323; }
20 Dec 2021 12:11:21;29.73,point {  fill-color: #F05323; }
20 Dec 2021 12:01:14;28.27,point {  fill-color: #F05323; }
20 Dec 2021 11:51:07;25.50,point {  fill-color: #F05323; }
20 Dec 2021 11:41:00;27.99,point {  fill-color: #F05323; }
20 Dec 2021 11:30:52;28.80,point {  fill-color: #F05323; }
20 Dec 2021 11:20:45;25.70,point {  fill-color: #F05323; }
20 Dec 2021 11:10:38;33.09,point {  fill-color: #F05323; }
20 Dec 2021 11:00:31;28.20,point {  fill-color: #F05323; }
20 Dec 2021 10:50:23;27.41,point {  fill-color: #F05323; }
20 Dec 2021 10:40:16;26.23,point {  fill-color: #F05323; }
20 Dec 2021 10:30:09;34.85,point {  fill-color: #F05323; }
20 Dec 2021 10:20:02;28.29,point {  fill-color: #F05323; }
20 Dec 2021 10:09:55;27.16,point {  fill-color: #F05323; }
20 Dec 2021 09:59:48;31.22,point {  fill-color: #F05323; }
20 Dec 2021 09:49:40;28.39,point {  fill-color: #F05323; }
20 Dec 2021 09:39:33;29.56,point {  fill-color: #F05323; }
20 Dec 2021 09:29:26;25.77,point {  fill-color: #F05323; }
20 Dec 2021 09:19:19;30.98,point {  fill-color: #F05323; }
20 Dec 2021 09:09:12;33.83,point {  fill-color: #F05323; }
20 Dec 2021 08:59:05;34.68,point {  fill-color: #F05323; }
21 Dec 2021 13:42:26;30.64,point {  fill-color: #F05323; }
21 Dec 2021 13:52:33;26.95,point {  fill-color: #F05323; }
21 Dec 2021 13:32:18;26.43,point {  fill-color: #F05323; }
21 Dec 2021 13:22:11;29.29,point {  fill-color: #F05323; }
21 Dec 2021 13:12:04;29.66,point {  fill-color: #F05323; }
21 Dec 2021 13:01:57;30.22,point {  fill-color: #F05323; }
21 Dec 2021 12:51:50;32.31,point {  fill-color: #F05323; }
21 Dec 2021 12:41:43;30.75,point {  fill-color: #F05323; }
21 Dec 2021 12:31:36;31.31,point {  fill-color: #F05323; }
21 Dec 2021 12:21:28;31.42,point {  fill-color: #F05323; }
21 Dec 2021 12:11:21;25.75,point {  fill-color: #F05323; }
21 Dec 2021 12:01:14;26.69,point {  fill-color: #F05323; }
21 Dec 2021 11:51:07;31.63,point {  fill-color: #F05323; }
21 Dec 2021 11:41:00;30.34,point {  fill-color: #F05323; }
21 Dec 2021 11:30:52;29.10,point {  fill-color: #F05323; }
21 Dec 2021 11:20:45;31.10,point {  fill-color: #F05323; }
21 Dec 2021 11:10:38;26.99,point {  fill-color: #F05323; }
21 Dec 2021 11:00:31;31.34,point {  fill-color: #F05323; }
21 Dec 2021 10:50:23;28.17,point {  fill-color: #F05323; }
21 Dec 2021 10:40:16;31.94,point {  fill-color: #F05323; }
21 Dec 2021 10:30:09;31.45,point {  fill-color: #F05323; }
21 Dec 2021 10:20:02;34.04,point {  fill-color: #F05323; }
21 Dec 2021 10:09:55;26.48,point {  fill-color: #F05323; }
21 Dec 2021 09:59:48;27.93,point {  fill-color: #F05323; }
21 Dec 2021 09:49:40;33.74,point {  fill-color: #F05323; }
21 Dec 2021 09:39:33;34.47,point {  fill-color: #F05323; }
21 Dec 2021 09:29:26;32.02,point {  fill-color: #F05323; }
21 Dec 2021 09:19:19;30.08,point {  fill-color: #F05323; }
21 Dec 2021 09:09:12;33.83,point {  fill-color: #F05323; }
21 Dec 2021 08:59:05;28.54,point {  fill-color: #F05323; }
22 Dec 2021 13:42:26;34.95,point {  fill-color: #F05323; }
22 Dec 2021 13:52:33;29.19,point {  fill-color: #F05323; }
22 Dec 2021 13:32:18;25.98,point {  fill-color: #F05323; }
22 Dec 2021 13:22:11;34.27,point {  fill-color: #F05323; }
22 Dec 2021 13:12:04;25.26,point {  fill-color: #F05323; }
22 Dec 2021 13:01:57;31.84,point {  fill-color: #F05323; }
22 Dec 2021 12:51:50;30.72,point {  fill-color: #F05323; }
22 Dec 2021 12:41:43;26.58,point {  fill-color: #F05323; }
22 Dec 2021 12:31:36;27.42,point {  fill-color: #F05323; }
22 Dec 2021 12:21:28;26.82,point {  fill-color: #F05323; }
22 Dec 2021 12:11:21;25.61,point {  fill-color: #F05323; }
22 Dec 2021 12:01:14;32.31,point {  fill-color: #F05323; }
22 Dec 2021 11:51:07;28.57,point {  fill-color: #F05323; }
22 Dec 2021 11:41:00;26.68,point {  fill-color: #F05323; }
22 Dec 2021 11:30:52;25.50,point {  fill-color: #F05323; }
22 Dec 2021 11:20:45;31.12,point {  fill-color: #F05323; }
22 Dec 2021 11:10:38;27.07,point {  fill-color: #F05323; }
22 Dec 2021 11:00:31;33.51,point {  fill-color: #F05323; }
22 Dec 2021 10:50:23;30.98,point {  fill-color: #F05323; }
22 Dec 2021 10:40:16;32.79,point {  fill-color: #F05323; }
22 Dec 2021 10:30:09;30.92,point {  fill-color: #F05323; }
22 Dec 2021 10:20:02;33.12,point {  fill-color: #F05323; }
22 Dec 2021 10:09:55;33.09,point {  fill-color: #F05323; }
22 Dec 2021 09:59:48;27.18,point {  fill-color: #F05323; }
22 Dec 2021 09:49:40;25.36,point {  fill-color: #F05323; }
22 Dec 2021 09:39:33;29.91,point {  fill-color: #F05323; }
22 Dec 2021 09:29:26;31.56,point {  fill-color: #F05323; }
22 Dec 2021 09:19:19;33.34,point {  fill-color: #F05323; }
22 Dec 2021 09:09:12;34.48,point {  fill-color: #F05323; }
22 Dec 2021 08:59:05;29.33,point {  fill-color: #F05323; }
23 Dec 2021 13:42:26;34.32,point {  fill-color: #F05323; }
23 Dec 2021 13:52:33;33.61,point {  fill-color: #F05323; }
23 Dec 2021 13:32:18;31.54,point {  fill-color: #F05323; }
23 Dec 2021 13:22:11;29.76,point {  fill-color: #F05323; }
23 Dec 2021 13:12:04;25.23,point {  fill-color: #F05323; }
23 Dec 2021 13:01:57;30.42,point {  fill-color: #F05323; }
23 Dec 2021 12:51:50;29.29,point {  fill-color: #F05323; }
23 Dec 2021 12:41:43;33.72,point {  fill-color: #F05323; }
23 Dec 2021 12:31:36;25.53,point {  fill-color: #F05323; }
23 Dec 2021 12:21:28;26.67,point {  fill-color: #F05323; }
23 Dec 2021 12:11:21;30.32,point {  fill-color: #F05323; }
23 Dec 2021 12:01:14;33.43,point {  fill-color: #F05323; }
23 Dec 2021 11:51:07;25.40,point {  fill-color: #F05323; }
23 Dec 2021 11:41:00;32.42,point {  fill-color: #F05323; }
23 Dec 2021 11:30:52;28.97,point {  fill-color: #F05323; }
23 Dec 2021 11:20:45;33.05,point {  fill-color: #F05323; }
23 Dec 2021 11:10:38;32.76,point {  fill-color: #F05323; }
23 Dec 2021 11:00:31;27.29,point {  fill-color: #F05323; }
23 Dec 2021 10:50:23;32.89,point {  fill-color: #F05323; }
23 Dec 2021 10:40:16;32.00,point {  fill-color: #F05323; }
23 Dec 2021 10:30:09;31.57,point {  fill-color: #F05323; }
23 Dec 2021 10:20:02;31.26,point {  fill-color: #F05323; }
23 Dec 2021 10:09:55;26.29,point {  fill-color: #F05323; }
23 Dec 2021 09:59:48;26.62,point {  fill-color: #F05323; }
23 Dec 2021 09:49:40;27.08,point {  fill-color: #F05323; }
23 Dec 2021 09:39:33;26.93,point {  fill-color: #F05323; }
23 Dec 2021 09:29:26;34.55,point {  fill-color: #F05323; }
23 Dec 2021 09:19:19;31.51,point {  fill-color: #F05323; }
23 Dec 2021 09:09:12;25.69,point {  fill-color: #F05323; }
23 Dec 2021 08:59:05;29.04,point {  fill-color: #F05323; }
24 Dec 2021 13:42:26;25.93,point {  fill-color: #F05323; }
24 Dec 2021 13:52:33;29.41,point {  fill-color: #F05323; }
24 Dec 2021 13:32:18;27.18,point {  fill-color: #F05323; }
24 Dec 2021 13:22:11;26.17,point {  fill-color: #F05323; }
24 Dec 2021 13:12:04;28.11,point {  fill-color: #F05323; }
24 Dec 2021 13:01:57;29.59,point {  fill-color: #F05323; }
24 Dec 2021 12:51:50;33.45,point {  fill-color: #F05323; }
24 Dec 2021 12:41:43;30.12,point {  fill-color: #F05323; }
24 Dec 2021 12:31:36;27.83,point {  fill-color: #F05323; }
24 Dec 2021 12:21:28;34.00,point {  fill-color: #F05323; }
24 Dec 2021 12:11:21;27.78,point {  fill-color: #F05323; }
24 Dec 2021 12:01:14;29.94,point {  fill-color: #F05323; }
24 Dec 2021 11:51:07;32.73,point {  fill-color: #F05323; }
24 Dec 2021 11:41:00;33.45,point {  fill-color: #F05323; }
24 Dec 2021 11:30:52;34.86,point {  fill-color: #F05323; }
24 Dec 2021 11:20:45;33.09,point {  fill-color: #F05323; }
24 Dec 2021 11:10:38;30.78,point {  fill-color: #F05323; }
24 Dec 2021 11:00:31;27.57,point {  fill-color: #F05323; }
24 Dec 2021 10:50:23;33.87,point {  fill-color: #F05323; }
24 Dec 2021 10:40:16;32.98,point {  fill-color: #F05323; }
24 Dec 2021 10:30:09;30.78,point {  fill-color: #F05323; }
24 Dec 2021 10:20:02;29.42,point {  fill-color: #F05323; }
24 Dec 2021 10:09:55;28.50,point {  fill-color: #F05323; }
24 Dec 2021 09:59:48;29.07,point {  fill-color: #F05323; }
24 Dec 2021 09:49:40;28.07,point {  fill-color: #F05323; }
24 Dec 2021 09:39:33;34.98,point {  fill-color: #F05323; }
24 Dec 2021 09:29:26;27.53,point {  fill-color: #F05323; }
24 Dec 2021 09:19:19;29.95,point {  fill-color: #F05323; }
24 Dec 2021 09:09:12;27.12,point {  fill-color: #F05323; }
24 Dec 2021 08:59:05;30.65,point {  fill-color: #F05323; }
25 Dec 2021 13:42:26;25.21,point {  fill-color: #F05323; }
25 Dec 2021 13:52:33;25.57,point {  fill-color: #F05323; }
25 Dec 2021 13:32:18;31.04,point {  fill-color: #F05323; }
25 Dec 2021 13:22:11;28.39,point {  fill-color: #F05323; }
25 Dec 2021 13:12:04;30.59,point {  fill-color: #F05323; }
25 Dec 2021 13:01:57;31.64,point {  fill-color: #F05323; }
25 Dec 2021 12:51:50;31.71,point {  fill-color: #F05323; }
25 Dec 2021 12:41:43;29.75,point {  fill-color: #F05323; }
25 Dec 2021 12:31:36;27.79,point {  fill-color: #F05323; }
25 Dec 2021 12:21:28;30.14,point {  fill-color: #F05323; }
25 Dec 2021 12:11:21;27.81,point {  fill-color: #F05323; }
25 Dec 2021 12:01:14;33.89,point {  fill-color: #F05323; }
25 Dec 2021 11:51:07;30.78,point {  fill-color: #F05323; }
25 Dec 2021 11:41:00;28.47,point {  fill-color: #F05323; }
25 Dec 2021 11:30:52;28.16,point {  fill-color: #F05323; }
25 Dec 2021 11:20:45;31.95,point {  fill-color: #F05323; }
25 Dec 2021 11:10:38;30.36,point {  fill-color: #F05323; }
25 Dec 2021 11:00:31;30.59,point {  fill-color: #F05323; }
25 Dec 2021 10:50:23;25.60,point {  fill-color: #F05323; }
25 Dec 2021 10:40:16;26.71,point {  fill-color: #F05323; }
25 Dec 2021 10:30:09;33.29,point {  fill-color: #F05323; }
25 Dec 2021 10:20:02;26.13,point {  fill-color: #F05323; }
25 Dec 2021 10:09:55;26.24,point {  fill-color: #F05323; }
25 Dec 2021 09:59:48;29.60,point {  fill-color: #F05323; }
25 Dec 2021 09:49:40;33.59,point {  fill-color: #F05323; }
25 Dec 2021 09:39:33;26.88,point {  fill-color: #F05323; }
25 Dec 2021 09:29:26;31.11,point {  fill-color: #F05323; }
25 Dec 2021 09:19:19;25.68,point {  fill-color: #F05323; }
25 Dec 2021 09:09:12;29.02,point {  fill-color: #F05323; }
25 Dec 2021 08:59:05;26.72,point {  fill-color: #F05323; }
26 Dec 2021 13:42:26;26.76,point {  fill-color: #F05323; }
26 Dec 2021 13:52:33;28.23,point {  fill-color: #F05323; }
26 Dec 2021 13:32:18;26.47,point {  fill-color: #F05323; }
26 Dec 2021 13:22:11;29.58,point {  fill-color: #F05323; }
26 Dec 2021 13:12:04;33.84,point {  fill-color: #F05323; }
26 Dec 2021 13:01:57;32.05,point {  fill-color: #F05323; }
26 Dec 2021 12:51:50;31.77,point {  fill-color: #F05323; }
26 Dec 2021 12:41:43;34.37,point {  fill-color: #F05323; }
26 Dec 2021 12:31:36;33.12,point {  fill-color: #F05323; }
26 Dec 2021 12:21:28;27.54,point {  fill-color: #F05323; }
26 Dec 2021 12:11:21;26.05,point {  fill-color: #F05323; }
26 Dec 2021 12:01:14;31.12,point {  fill-color: #F05323; }
26 Dec 2021 11:51:07;25.34,point {  fill-color: #F05323; }
26 Dec 2021 11:41:00;25.58,point {  fill-color: #F05323; }
26 Dec 2021 11:30:52;32.83,point {  fill-color: #F05323; }
26 Dec 2021 11:20:45;29.94,point {  fill-color: #F05323; }
26 Dec 2021 11:10:38;33.49,point {  fill-color: #F05323; }
26 Dec 2021 11:00:31;26.48,point {  fill-color: #F05323; }
26 Dec 2021 10:50:23;26.87,point {  fill-color: #F05323; }
26 Dec 2021 10:40:16;26.03,point {  fill-color: #F05323; }
26 Dec 2021 10:30:09;27.03,point {  fill-color: #F05323; }
26 Dec 2021 10:20:02;34.86,point {  fill-color: #F05323; }
26 Dec 2021 10:09:55;32.29,point {  fill-color: #F05323; }
26 Dec 2021 09:59:48;30.43,point {  fill-color: #F05323; }
26 Dec 2021 09:49:40;25.14,point {  fill-color: #F05323; }
26 Dec 2021 09:39:33;26.63,point {  fill-color: #F05323; }
26 Dec 2021 09:29:26;28.78,point {  fill-color: #F05323; }
26 Dec 2021 09:19:19;31.91,point {  fill-color: #F05323; }
26 Dec 2021 09:09:12;34.13,point {  fill-color: #F05323; }
26 Dec 2021 08:59:05;32.85,point {  fill-color: #F05323; }
27 Dec 2021 13:42:26;30.92,point {  fill-color: #F05323; }
27 Dec 2021 13:52:33;31.00,point {  fill-color: #F05323; }
27 Dec 2021 13:32:18;34.23,point {  fill-color: #F05323; }
27 Dec 2021 13:22:11;28.33,point {  fill-color: #F05323; }
27 Dec 2021 13:12:04;28.03,point {  fill-color: #F05323; }
27 Dec 2021 13:01:57;28.95,point {  fill-color: #F05323; }
27 Dec 2021 12:51:50;31.91,point {  fill-color: #F05323; }
27 Dec 2021 12:41:43;26.22,point {  fill-color: #F05323; }
27 Dec 2021 12:31:36;29.63,point {  fill-color: #F05323; }
27 Dec 2021 12:21:28;33.32,point {  fill-color: #F05323; }
27 Dec 2021 12:11:21;26.34,point {  fill-color: #F05323; }
27 Dec 2021 12:01:14;28.17,point {  fill-color: #F05323; }
27 Dec 2021 11:51:07;26.12,point {  fill-color: #F05323; }
27 Dec 2021 11:41:00;29.34,point {  fill-color: #F05323; }
27 Dec 2021 11:30:52;26.98,point {  fill-color: #F05323; }
27 Dec 2021 11:20:45;31.03,point {  fill-color: #F05323; }
27 Dec 2021 11:10:38;33.50,point {  fill-color: #F05323; }
27 Dec 2021 11:00:31;28.53,point {  fill-color: #F05323; }
27 Dec 2021 10:50:23;27.30,point {  fill-color: #F05323; }
27 Dec 2021 10:40:16;28.53,point {  fill-color: #F05323; }
27 Dec 2021 10:30:09;30.59,point {  fill-color: #F05323; }
27 Dec 2021 10:20:02;32.33,point {  fill-color: #F05323; }
27 Dec 2021 10:09:55;33.03,point {  fill-color: #F05323; }
27 Dec 2021 09:59:48;33.75,point {  fill-color: #F05323; }
27 Dec 2021 09:49:40;33.34,point {  fill-color: #F05323; }
27 Dec 2021 09:39:33;30.92,point {  fill-color: #F05323; }
27 Dec 2021 09:29:26;30.11,point {  fill-color: #F05323; }
27 Dec 2021 09:19:19;30.05,point {  fill-color: #F05323; }
27 Dec 2021 09:09:12;29.64,point {  fill-color: #F05323; }
27 Dec 2021 08:59:05;30.15,point {  fill-color: #F05323; }
28 Dec 2021 13:42:26;28.64,point {  fill-color: #F05323; }
28 Dec 2021 13:52:33;26.01,point {  fill-color: #F05323; }
28 Dec 2021 13:32:18;33.10,point {  fill-color: #F05323; }
28 Dec 2021 13:22:11;31.41,point {  fill-color: #F05323; }
28 Dec 2021 13:12:04;34.94,point {  fill-color: #F05323; }
28 Dec 2021 13:01:57;34.41,point {  fill-color: #F05323; }
28 Dec 2021 12:51:50;29.30,point {  fill-color: #F05323; }
28 Dec 2021 12:41:43;33.72,point {  fill-color: #F05323; }
28 Dec 2021 12:31:36;29.96,point {  fill-color: #F05323; }
28 Dec 2021 12:21:28;25.80,point {  fill-color: #F05323; }
28 Dec 2021 12:11:21;25.12,point {  fill-color: #F05323; }
28 Dec 2021 12:01:14;30.44,point {  fill-color: #F05323; }
28 Dec 2021 11:51:07;29.55,point {  fill-color: #F05323; }
28 Dec 2021 11:41:00;32.75,point {  fill-color: #F05323; }
28 Dec 2021 11:30:52;34.41,point {  fill-color: #F05323; }
28 Dec 2021 11:20:45;28.24,point {  fill-color: #F05323; }
28 Dec 2021 11:10:38;25.30,point {  fill-color: #F05323; }
28 Dec 2021 11:00:31;26.47,point {  fill-color: #F05323; }
28 Dec 2021 10:50:23;31.09,point {  fill-color: #F05323; }
28 Dec 2021 10:40:16;29.35,point {  fill-color: #F05323; }
28 Dec 2021 10:30:09;34.17,point {  fill-color: #F05323; }
28 Dec 2021 10:20:02;31.58,point {  fill-color: #F05323; }
28 Dec 2021 10:09:55;33.99,point {  fill-color: #F05323; }
28 Dec 2021 09:59:48;28.16,point {  fill-color: #F05323; }
28 Dec 2021 09:49:40;28.11,point {  fill-color: #F05323; }
28 Dec 2021 09:39:33;31.99,point {  fill-color: #F05323; }
28 Dec 2021 09:29:26;30.03,point {  fill-color: #F05323; }
28 Dec 2021 09:19:19;32.53,point {  fill-color: #F05323; }
28 Dec 2021 09:09:12;26.09,point {  fill-color: #F05323; }
28 Dec 2021 08:59:05;33.38,point {  fill-color: #F05323; }
29 Dec 2021 13:42:26;33.42,point {  fill-color: #F05323; }
29 Dec 2021 13:52:33;32.48,point {  fill-color: #F05323; }
29 Dec 2021 13:32:18;30.83,point {  fill-color: #F05323; }
29 Dec 2021 13:22:11;34.20,point {  fill-color: #F05323; }
29 Dec 2021 13:12:04;31.33,point {  fill-color: #F05323; }
29 Dec 2021 13:01:57;31.50,point {  fill-color: #F05323; }
29 Dec 2021 12:51:50;27.18,point {  fill-color: #F05323; }
29 Dec 2021 12:41:43;30.26,point {  fill-color: #F05323; }
29 Dec 2021 12:31:36;29.50,point {  fill-color: #F05323; }
29 Dec 2021 12:21:28;33.63,point {  fill-color: #F05323; }
29 Dec 2021 12:11:21;33.76,point {  fill-color: #F05323; }
29 Dec 2021 12:01:14;25.03,point {  fill-color: #F05323; }
29 Dec 2021 11:51:07;28.32,point {  fill-color: #F05323; }
29 Dec 2021 11:41:00;28.51,point {  fill-color: #F05323; }
29 Dec 2021 11:30:52;26.44,point {  fill-color: #F05323; }
29 Dec 2021 11:20:45;30.82,point {  fill-color: #F05323; }
29 Dec 2021 11:10:38;31.38,point {  fill-color: #F05323; }
29 Dec 2021 11:00:31;30.32,point {  fill-color: #F05323; }
29 Dec 2021 10:50:23;26.73,point {  fill-color: #F05323; }
29 Dec 2021 10:40:16;33.73,point {  fill-color: #F05323; }
29 Dec 2021 10:30:09;33.28,point {  fill-color: #F05323; }
29 Dec 2021 10:20:02;25.20,point {  fill-color: #F05323; }
29 Dec 2021 10:09:55;25.56,point {  fill-color: #F05323; }
29 Dec 2021 09:59:48;32.22,point {  fill-color: #F05323; }
29 Dec 2021 09:49:40;29.29,point {  fill-color: #F05323; }
29 Dec 2021 09:39:33;33.82,point {  fill-color: #F05323; }
29 Dec 2021 09:29:26;27.00,point {  fill-color: #F05323; }
29 Dec 2021 09:19:19;34.96,point {  fill-color: #F05323; }
29 Dec 2021 09:09:12;34.51,point {  fill-color: #F05323; }
29 Dec 2021 08:59:05;30.99,point {  fill-color: #F05323; }
30 Dec 2021 13:42:26;28.21,point {  fill-color: #F05323; }
30 Dec 2021 13:52:33;26.71,point {  fill-color: #F05323; }
30 Dec 2021 13:32:18;31.44,point {  fill-color: #F05323; }
30 Dec 2021 13:22:11;28.95,point {  fill-color: #F05323; }
30 Dec 2021 13:12:04;31.39,point {  fill-color: #F05323; }
30 Dec 2021 13:01:57;31.18,point {  fill-color: #F05323; }
30 Dec 2021 12:51:50;27.36,point {  fill-color: #F05323; }
30 Dec 2021 12:41:43;32.48,point {  fill-color: #F05323; }
30 Dec 2021 12:31:36;25.11,point {  fill-color: #F05323; }
30 Dec 2021 12:21:28;31.92,point {  fill-color: #F05323; }
30 Dec 2021 12:11:21;31.17,point {  fill-color: #F05323; }
30 Dec 2021 12:01:14;31.18,point {  fill-color: #F05323; }
30 Dec 2021 11:51:07;30.54,point {  fill-color: #F05323; }
30 Dec 2021 11:41:00;30.45,point {  fill-color: #F05323; }
30 Dec 2021 11:30:52;27.15,point {  fill-color: #F05323; }
30 Dec 2021 11:20:45;25.71,point {  fill-color: #F05323; }
30 Dec 2021 11:10:38;32.36,point {  fill-color: #F05323; }
30 Dec 2021 11:00:31;26.95,point {  fill-color: #F05323; }
30 Dec 2021 10:50:23;27.45,point {  fill-color: #F05323; }
30 Dec 2021 10:40:16;26.82,point {  fill-color: #F05323; }
30 Dec 2021 10:30:09;33.29,point {  fill-color: #F05323; }
30 Dec 2021 10:20:02;26.45,point {  fill-color: #F05323; }
